"date","cloud.area","bloom.area.m2","vis.bloom","median","mean","min","max","sd","N","cloud.area.per","bloom.area.mi2","bloom.area.per","date2"
2018-09-16,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.70684931507
2018-09-17,22050000,549990000,8.65254582,164437.172321493,295223.3014281,6486.34433548237,3076096.81474071,335587.764163238,6111,0.0122203145396106,212.35223898,30.4809559802288,2018.7095890411
2018-09-18,124290000,344610000,3.40541964,356451.133426244,402849.201663559,7244.35960074989,1169499.39101987,269098.59257858,3829,0.0688826709355195,133.05461022,19.0986058661915,2018.71232876712
2018-09-20,1530000,771390000,43.7839668,328095.293113119,483734.294117668,6486.34433548237,3250872.97385434,467216.470470156,8571,0.000847940192544411,297.83522178,42.751149354695,2018.71780821918
2018-09-21,81270000,502020000,22.20472602,356451.133426244,459660.934447377,6486.34433548237,2466039.33723434,405174.814080823,5578,0.0450405878745649,193.83092604,27.8224140824278,2018.72054794521
2018-09-22,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.72328767123
2018-09-24,179190000,522360000,29.22406038,285759.054337495,462456.013098044,6486.34433548237,3250872.97385434,476400.051589868,5804,0.0993087601974072,201.68424072,28.9496757501633,2018.72876712329
2018-09-25,54630000,679500000,22.79546208,263026.799189538,400518.017879035,6486.34433548237,3162277.66016838,407636.823875448,7550,0.030276452757321,262.356309,37.658520315943,2018.73150684932
2018-09-26,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.73424657534
2018-09-28,43470000,529740000,21.64873914,270395.836410884,406450.391939952,6486.34433548237,2535128.63049791,408449.693906546,5886,0.0240914772352324,204.53367348,29.3586821959788,2018.7397260274
2018-09-29,213210000,366480000,13.2046884,263026.799189538,417097.333687585,6486.34433548237,2208004.7330189,398427.148854317,4072,0.118162959772806,141.49866096,20.3106615531814,2018.74246575342
2018-10-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.74794520548
2018-10-02,680940000,117630000,0,131825.673855641,154942.912394065,6486.34433548237,636795.520907916,112255.399739794,1307,0.377383264517119,45.41717826,6.51916371562086,2018.75068493151
2018-10-03,178560000,223650000,1.70270982,235504.928389601,329965.034404289,6486.34433548237,1202264.43461741,273834.904586568,2485,0.0989596083534183,86.3517123,12.3948904616051,2018.75342465753
2018-10-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.75890410959
2018-10-06,12600000,515070000,2.05020162,169044.093164326,226320.391945365,6486.34433548237,1235947.43344451,213747.150440645,5723,0.0069830368797775,198.86955714,28.5456571878333,2018.76164383562
2018-10-07,419220000,184140000,0,124738.351424294,152474.304385387,6486.34433548237,570164.272280747,112270.167257887,2046,0.232335612757169,71.09682228,10.2052096114463,2018.76438356164
2018-10-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.7698630137
2018-10-10,292950000,145800000,0,105681.750921366,143097.887945112,6486.34433548237,570164.272280747,113698.677061426,1620,0.162355607454827,56.2936716,8.08037124659968,2018.77260273973
2018-10-11,906840000,0,0,NA,NA,Inf,-Inf,NA,0,0.502579140004558,0,0,2018.77534246575
2018-10-13,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.78082191781
2018-10-14,10980000,668610000,0.10424754,155596.563160508,177438.629395366,6486.34433548237,1047128.5480509,138070.290423366,7429,0.00608521785237754,258.15165822,37.0549864141908,2018.78356164384
2018-10-15,42660000,356670000,0,94623.7161365793,139079.70744561,6486.34433548237,937562.00692588,125557.781814652,3963,0.0236425677215324,137.71100034,19.7669822532559,2018.78630136986
2018-10-17,28530000,605790000,1.14672294,124738.351424294,173384.474325801,6486.34433548237,1306170.88813184,169617.234160967,6731,0.0158115906492105,233.89673058,33.5734437412731,2018.79178082192
2018-10-18,32580000,585360000,1.98070326,118032.063565173,185716.752175258,6486.34433548237,1380384.26460288,201642.903066489,6504,0.0180561382177104,226.00866672,32.4411941900521,2018.79452054795
2018-10-19,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.79726027397
2018-10-21,1800000,649440000,14.97689658,108642.562361706,240029.046023676,6486.34433548237,2535128.63049791,364214.062886654,7216,0.000997576697111072,250.75008288,35.9925672317675,2018.80273972603
2018-10-22,109890000,262710000,2.46719178,82413.8115013002,185195.378886881,6486.34433548237,1458814.26027535,255206.199866504,2919,0.0609020573586309,101.43285642,14.5596318943361,2018.80547945205
2018-10-23,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.80821917808
2018-10-25,4500000,913320000,24.42867354,147231.250243272,296902.644528474,6486.34433548237,3732501.57795721,470853.605813062,10148,0.00249394174277768,352.63467864,50.6170416114158,2018.81369863014
2018-10-26,203130000,231300000,10.39000482,94623.7161365793,358404.403356003,6486.34433548237,3250872.97385434,525816.298555934,2570,0.112576530268984,89.3053926,12.8188605578773,2018.81643835616
2018-10-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.82191780822
2018-10-29,0,875610000,9.9035163,124738.351424294,191336.802180313,6486.34433548237,1923091.72891016,249468.540658578,9729,0,338.07477222,48.5271184309681,2018.82465753425
2018-10-30,0,651420000,15.01164576,114815.362149688,249868.468864878,6486.34433548237,2398832.91901949,381356.344592556,7238,0,251.51456484,36.1023006684497,2018.82739726027
2018-11-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.83287671233
2018-11-02,180000,513450000,6.4285983,118032.063565173,215312.930060326,6486.34433548237,1499684.83550237,267133.786673728,5705,9.97576697111072e-05,198.2440719,28.4558752850933,2018.83561643836
2018-11-03,728820000,0,0,NA,NA,Inf,-Inf,NA,0,0.403918804660273,0,0,2018.83835616438
2018-11-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.84383561644
2018-11-06,3960000,783630000,1.94595408,135518.941235103,209683.480592173,6486.34433548237,1770108.95831742,211740.377100568,8707,0.00219466873364436,302.56111026,43.4295015087305,2018.84657534247
2018-11-07,20880000,336780000,0.55598688,143218.789927354,229814.09353999,6668.06769213622,1169499.39101987,213744.806684141,3742,0.0115718896864884,130.03143156,18.6646600029482,2018.84931506849
2018-11-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.85479452055
2018-11-10,90000,586980000,1.9112049,159955.802861467,244165.358513112,6486.34433548237,1541700.45294956,239674.231826557,6522,4.98788348555536e-05,226.63415196,32.5309760927921,2018.85753424658
2018-11-11,31500000,248040000,0,128233.058265602,182834.677845292,6668.06769213622,912010.83935591,163137.4689126,2756,0.0174575921994438,95.76874008,13.7466068861906,2018.8602739726
2018-11-13,88290000,577080000,0,188799.134909629,221877.540095797,6486.34433548237,963829.023623971,162330.470208947,6412,0.0489311369932981,222.81174216,31.982308909381,2018.86575342466
2018-11-14,275220000,211230000,0,151356.124843621,201094.999613416,6668.06769213622,937562.00692588,160011.273781316,2347,0.152529476988283,81.55632546,11.7065625405984,2018.86849315069
2018-11-15,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.87123287671
2018-11-17,0,557010000,0,128233.058265602,142672.36750064,6486.34433548237,672976.656284317,97683.8993470967,6189,0,215.06267502,30.8700108921021,2018.87671232877
2018-11-18,666900000,12690000,0,87096.3589956081,99550.1672841029,7447.31973905989,602559.586074357,78306.6179627112,141,0.369602166279652,4.89963438,0.703291571463306,2018.87945205479
2018-11-19,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.88219178082
2018-11-21,0,525690000,0,92044.957175317,108169.193485544,6486.34433548237,636795.520907916,72871.6538554849,5841,0,202.96996038,29.1342274391289,2018.88767123288
2018-11-22,655830000,2070000,0,216770.410481969,225060.068115309,94623.7161365793,337287.308658869,63598.8223943608,23,0.363467069592419,0.79923114,0.114721320167773,2018.8904109589
2018-11-24,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.89589041096
2018-11-25,787230000,13320000,0,69849.8961944273,88727.4575112456,7046.93068967147,337287.308658869,69928.0119243421,148,0.436290168481527,5.14287864,0.738206755862193,2018.89863013699
2018-11-26,1214280000,630000,0,52966.3443891658,53067.3765796781,23768.4028662488,92044.957175317,29071.3343243461,7,0.672965239871129,0.24324426,0.0349151843988875,2018.90136986301
2018-11-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.90684931507
2018-11-29,125820000,473580000,0,92044.957175317,107637.821168387,6486.34433548237,524807.460249772,74121.0766369013,5262,0.0697306111280639,182.85018516,26.2462429009923,2018.9095890411
2018-11-30,162720000,174240000,0,69823.2404077171,81997.1028961081,6486.34433548237,510504.999975406,62800.876649137,1936,0.0901809334188409,67.27441248,9.65654242803518,2018.91232876712
2018-12-02,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.91780821918
2018-12-03,180990000,196020000,0,60813.5001278718,70747.3562884827,6486.34433548237,510504.999975406,52392.3066660286,2178,0.100306336894518,75.68371404,10.8636102315396,2018.92054794521
2018-12-04,185850000,0,0,NA,NA,Inf,-Inf,NA,0,0.102999793976718,0,0,2018.92328767123
2018-12-06,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.92876712329
2018-12-07,61470000,468270000,0,57543.9937337157,66512.7973825196,6486.34433548237,654636.174067275,50906.4103554445,5203,0.0340672442063431,180.79998354,25.9519577753445,2018.93150684932
2018-12-08,652680000,2790000,0,52966.3443891658,65217.5656318015,18030.1774085957,128233.058265602,30640.1658042887,31,0.361721310372475,1.07722458,0.154624388052216,2018.93424657534
2018-12-10,124470000,199800000,0,39084.0895792402,49358.1947128707,6486.34433548237,711213.513653329,46685.8967717015,2220,0.0689824286052306,77.1431796,11.0731013379329,2018.9397260274
2018-12-11,0,574290000,0,64268.7717317019,71057.459545507,6486.34433548237,619441.075076781,53746.2130382848,6381,0,221.73451758,31.8276845213288,2018.94246575342
2018-12-12,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.94520547945
2018-12-14,962190000,0,0,NA,NA,Inf,-Inf,NA,0,0.533254623440723,0,0,2018.95068493151
2018-12-15,283860000,91170000,0,30478.9498962798,37541.1744199844,6486.34433548237,356451.133426244,31601.7562222271,1013,0.157317845134416,35.20091934,5.05272597086758,2018.95342465753
2018-12-16,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.95616438356
2018-12-18,270000,508410000,0,64268.7717317019,71285.8656595116,6486.34433548237,524807.460249772,50149.6512827304,5649,0.000149636504566661,196.29811782,28.1765538099022,2018.96164383562
2018-12-19,2880000,266940000,0,47424.1985260244,58492.3296208002,6486.34433548237,539510.622515127,48024.8824316022,2966,0.00159612271537772,103.06606788,14.7940624181572,2018.96438356164
2018-12-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.9698630137
2018-12-22,270000,415350000,0,54450.2652842421,62909.8087636501,6486.34433548237,602559.586074357,47997.1072164421,4615,0.000149636504566661,160.3674657,23.019082285838,2018.97260273973
2018-12-23,90000,521640000,0,77983.0110523258,87341.6905836213,6486.34433548237,751622.894018205,69327.4536148019,5796,4.98788348555536e-05,201.40624728,28.9097726822789,2018.97534246575
2018-12-25,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.98082191781
2018-12-26,2610000,285210000,0,48752.8490103386,58983.3652316703,6486.34433548237,409260.659730011,48866.8466463795,3169,0.00144648621081105,110.12015142,15.8066027657249,2018.98356164384
2018-12-27,974430000,0,0,NA,NA,Inf,-Inf,NA,0,0.540038144981079,0,0,2018.98630136986
2018-12-29,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2018.99178082192
2018-12-30,810000,244350000,0,48752.8490103386,63423.7625496499,6486.34433548237,496592.321450336,54559.1422146749,2715,0.000448909513699982,94.3440237,13.5421036632828,2018.99452054795
2018-12-31,145620000,170910000,0,51522.8644581756,67184.5149305649,6486.34433548237,387257.644921617,59550.6310534714,1899,0.0807039547962857,65.98869282,9.47199073906963,2018.99726027397
2017-01-01,19710000,7650000,0,26546.0556197554,44965.5742915328,6854.88226452661,337287.308658869,56576.0130372872,85,0.0109234648333662,2.9536803,0.423970096272206,2017
2017-01-03,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.00547945205
2017-01-04,698400000,0,0,NA,NA,Inf,-Inf,NA,0,0.387059758479096,0,0,2017.00821917808
2017-01-05,3690000,41940000,0,27289.7778280804,42830.1230895647,6854.88226452661,510504.999975406,50803.7873273688,466,0.0020450322290777,16.19311788,2.3243537042688,2017.01095890411
2017-01-07,1284840000,0,0,NA,NA,Inf,-Inf,NA,0,0.712070246397883,0,0,2017.01643835616
2017-01-08,0,249030000,0,36982.8179780266,46225.6030222305,6486.34433548237,816582.371358592,39435.8398781478,2767,0,96.15098106,13.8014736045317,2017.01917808219
2017-01-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.02191780822
2017-01-11,21690000,109170000,0,47424.1985260244,54454.0077575037,6486.34433548237,301995.172040201,39482.6053232438,1213,0.0120207992001884,42.15075534,6.05030266797865,2017.02739726027
2017-01-12,9e+05,81810000,0,47424.1985260244,60615.6105687034,6486.34433548237,337287.308658869,49530.6156258751,909,0.000498788348555536,31.58700462,4.53398608836982,2017.0301369863
2017-01-13,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.03287671233
2017-01-15,45720000,62370000,0,34994.5167028357,44995.2800973117,6486.34433548237,319153.785510076,37674.9464621417,693,0.0253384481066212,24.08118174,3.45660325548986,2017.03835616438
2017-01-16,1012950000,90000,0,23120.6479017559,23120.6479017559,23120.6479017559,23120.6479017559,NA,1,0.561386286299256,0.03474918,0.00498788348555536,2017.04109589041
2017-01-18,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.04657534247
2017-01-19,0,114480000,0,29648.3138952434,37804.928979317,6486.34433548237,328095.293113119,31274.2797642871,1272,0,44.20095696,6.34458779362642,2017.04931506849
2017-01-20,317250000,100980000,0,39084.0895792402,52835.9699927804,6486.34433548237,356451.133426244,45869.0763252955,1122,0.175822892865826,38.98857996,5.59640527079311,2017.05205479452
2017-01-22,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.05753424658
2017-01-23,8.1e+07,6120000,0,26546.0556197554,34813.0264851083,7046.93068967147,147231.250243272,30286.1725145655,68,0.0448909513699982,2.36294424,0.339176077017764,2017.0602739726
2017-01-24,0,120690000,0,28054.3363795171,41008.990620795,6486.34433548237,420726.628384444,43215.4133371187,1341,0,46.59865038,6.68875175412974,2017.06301369863
2017-01-26,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.06849315068
2017-01-27,1029330000,90000,0,43651.5832240166,43651.5832240166,43651.5832240166,43651.5832240166,NA,1,0.570464234242967,0.03474918,0.00498788348555536,2017.07123287671
2017-01-28,697680000,0,0,NA,NA,Inf,-Inf,NA,0,0.386660727800252,0,0,2017.07397260274
2017-01-30,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.07945205479
2017-01-31,0,189810000,0,25118.8643150958,35880.8430407441,6486.34433548237,366437.574647833,38115.4639690391,2109,0,73.28602062,10.5194462710363,2017.08219178082
2017-02-01,0,59940000,0,44263.0611086649,77783.8919605711,6668.06769213622,420726.628384444,86169.838590541,666,0,23.14295388,3.32193040137987,2017.08493150685
2017-02-03,360000,19980000,0,38551.5146056481,53921.9595997612,6486.34433548237,619441.075076781,63188.3004286696,222,0.000199515339422214,7.71431796,1.10731013379329,2017.0904109589
2017-02-04,1260000,9900000,0,41883.3532968237,68317.8342337834,6486.34433548237,691830.970918936,111193.586383347,110,0.00069830368797775,3.8224098,0.54866718341109,2017.09315068493
2017-02-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.09589041096
2017-02-07,22950000,1260000,0,21744.4563532861,27795.8577871333,7244.35960074989,60813.5001278718,17498.4723087011,14,0.0127191028881662,0.48648852,0.069830368797775,2017.10136986301
2017-02-08,32040000,1170000,0,46131.7574560379,42100.8036939771,6854.88226452661,128233.058265602,31401.7555166941,13,0.0177568652085771,0.45173934,0.0648424853122197,2017.10410958904
2017-02-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.10684931507
2017-02-11,0,153270000,0,25118.8643150958,33641.3284148558,6486.34433548237,293764.965196153,29590.6960536138,1703,0,59.17785354,8.49436557590078,2017.11232876712
2017-02-12,0,40500000,0,36478.8757468004,61883.2562735334,6486.34433548237,539510.622515127,75646.1507106299,450,0,15.637131,2.24454756849991,2017.11506849315
2017-02-14,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.12054794521
2017-02-15,33480000,7470000,0,27289.7778280804,43493.2795763781,6668.06769213622,183653.834334835,37908.9514458644,83,0.0185549265662659,2.88418194,0.413994329301095,2017.12328767123
2017-02-16,417870000,10350000,0,31332.8572431559,41824.8270620534,6668.06769213622,248885.731828239,32757.6984243407,115,0.231587430234335,3.9961557,0.573606600838866,2017.12602739726
2017-02-18,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.13150684931
2017-02-19,125370000,3780000,0,30063.6318957616,67459.4118170245,8317.63771102671,586138.164514028,118102.369651007,42,0.0694812169537862,1.45946556,0.209491106393325,2017.13424657534
2017-02-20,4140000,52020000,0,32210.6879128343,47640.1158471467,6486.34433548237,444631.267469108,50013.5295440907,578,0.00229442640335547,20.08502604,2.882996654651,2017.13698630137
2017-02-22,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.14246575342
2017-02-23,52020000,27090000,0,28054.3363795171,36634.2217622793,6486.34433548237,235504.928389601,32563.8055787263,301,0.02882996654651,10.45950318,1.50135292915216,2017.14520547945
2017-02-24,310140000,2430000,0,43651.5832240166,47268.9225278715,9289.66386779936,105681.750921366,30186.716548281,27,0.171882464912238,0.93822786,0.134672854109995,2017.14794520548
2017-02-26,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.15342465753
2017-02-27,55350000,1.8e+07,0,29244.3144632547,50831.3567787011,6668.06769213622,672976.656284317,68900.3681334105,200,0.0306754834361655,6.949836,0.997576697111072,2017.15616438356
2017-02-28,816480000,0,0,NA,NA,Inf,-Inf,NA,0,0.452500789809582,0,0,2017.15890410959
2017-03-02,66240000,26370000,0,26546.0556197554,36864.5499054999,6486.34433548237,242102.904673618,36865.6847524268,293,0.0367108224536874,10.18150974,1.46144986126772,2017.16438356164
2017-03-03,937980000,0,0,NA,NA,Inf,-Inf,NA,0,0.51983721686458,0,0,2017.16712328767
2017-03-04,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.1698630137
2017-03-06,148590000,9630000,0,33113.1121482591,41208.3527300479,6486.34433548237,310455.958812836,41092.7744396433,107,0.082349956346519,3.71816226,0.533703532954424,2017.17534246575
2017-03-07,281520000,14760000,0,33113.1121482591,39951.8469165809,6486.34433548237,263026.799189538,37413.4836091123,164,0.156020995428172,5.69886552,0.818012891631079,2017.17808219178
2017-03-08,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.18082191781
2017-03-10,139140000,28890000,0,35974.9335155742,50411.8928765633,6486.34433548237,496592.321450336,51646.2545006138,321,0.0771126786866859,11.15448678,1.60111059886327,2017.18630136986
2017-03-11,0,47880000,0,34040.8189701001,50033.8244623464,6486.34433548237,619441.075076781,55351.3896014062,532,0,18.48656376,2.65355401431545,2017.18904109589
2017-03-13,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.19452054795
2017-03-14,168570000,30600000,0,32661.9000305467,47259.4857213681,6486.34433548237,862978.54776697,62030.967744395,340,0.0934230576844519,11.8147212,1.69588038508882,2017.19726027397
2017-03-15,0,91710000,0,38018.9396320561,49031.6801515738,6486.34433548237,444631.267469108,47419.859219689,1019,0,35.40941442,5.08265327178091,2017.2
2017-03-17,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.20547945205
2017-03-18,11430000,170190000,0,48752.8490103386,57350.2795770539,6486.34433548237,711213.513653329,47913.9786359125,1891,0.00633461202665531,65.71069938,9.43208767118518,2017.20821917808
2017-03-19,0,30780000,0,35974.9335155742,55502.4083487063,6668.06769213622,328095.293113119,55593.6795469016,342,0,11.88421956,1.70585615205993,2017.21095890411
2017-03-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.21643835616
2017-03-22,0,153540000,0,41304.7501990161,50921.5450379489,6486.34433548237,376703.798983909,42456.6864065905,1706,0,59.28210108,8.50932922635744,2017.21917808219
2017-03-23,40140000,5580000,0,30478.9498962798,44601.8946280311,6854.88226452661,135518.941235103,36760.1960539892,62,0.0222459603455769,2.15444916,0.309248776104432,2017.22191780822
2017-03-25,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.22739726027
2017-03-26,137700000,110250000,0,44874.5389933132,60213.7523837455,6486.34433548237,524807.460249772,57831.8080008875,1225,0.076314617328997,42.5677455,6.11015726980532,2017.2301369863
2017-03-27,80550000,56790000,0,34994.5167028357,66606.1194062517,6668.06769213622,469894.108605215,78700.2122620024,631,0.0446415571957205,21.92673258,3.14735447938543,2017.23287671233
2017-03-29,180000,30960000,0,46131.7574560379,78445.5460674303,6486.34433548237,387257.644921617,79525.1090019932,344,9.97576697111072e-05,11.95371792,1.71583191903104,2017.23835616438
2017-03-30,24210000,85320000,0,50118.7233627272,73933.409059666,6486.34433548237,524807.460249772,74117.1174535815,948,0.0134174065761439,32.94222264,4.72851354430648,2017.24109589041
2017-03-31,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.24383561644
2017-04-02,772110000,2790000,0,64268.7717317019,68440.688375425,11912.4200802737,124738.351424294,25241.0406211574,31,0.427910524225794,1.07722458,0.154624388052216,2017.24931506849
2017-04-03,112500000,2700000,0,147287.457385488,140705.757252281,12246.1619926505,248885.731828239,55727.5478005975,30,0.062348543569442,1.0424754,0.149636504566661,2017.25205479452
2017-04-04,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.25479452055
2017-04-06,1438290000,0,0,NA,NA,Inf,-Inf,NA,0,0.797113659826602,0,0,2017.2602739726
2017-04-07,163440000,81450000,0,55975.760149511,88517.2228772271,6486.34433548237,691830.970918936,92489.6819242875,905,0.0905799640976853,31.4480079,4.5140345544276,2017.26301369863
2017-04-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.26849315068
2017-04-10,270270000,28440000,0,81290.8089200341,110220.626533965,6486.34433548237,432513.831035009,90812.8347345745,316,0.149786141071227,10.98074088,1.57617118143549,2017.27123287671
2017-04-11,246060000,69210000,0,89536.4765549594,121780.346700914,7447.31973905989,794328.234724281,114136.590773022,769,0.136368734495084,26.72211942,3.83568240039207,2017.27397260274
2017-04-13,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.27945205479
2017-04-14,33660000,124470000,0,77983.0110523258,110008.269490256,6486.34433548237,794328.234724281,104229.777797758,1383,0.018654684235977,48.05811594,6.89824286052306,2017.28219178082
2017-04-15,125100000,71100000,0,57543.9937337157,84189.991813442,6486.34433548237,554625.71295791,82027.6019776461,790,0.0693315804492195,27.4518522,3.94042795358873,2017.28493150685
2017-04-17,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.2904109589
2017-04-18,1077570000,0,0,NA,NA,Inf,-Inf,NA,0,0.597199289725543,0,0,2017.29315068493
2017-04-19,195930000,36090000,0,62517.2692775686,86549.8835906798,6486.34433548237,691830.970918936,84777.6539383076,401,0.10858622348054,13.93442118,2.0001412777077,2017.29589041096
2017-04-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.30136986301
2017-04-22,46530000,38340000,0,52966.3443891658,68942.5555445672,6854.88226452661,376703.798983909,63903.0695665518,426,0.0257873576203212,14.80315068,2.12483836484658,2017.30410958904
2017-04-23,1427130000,0,0,NA,NA,Inf,-Inf,NA,0,0.790928684304513,0,0,2017.30684931507
2017-04-25,93150000,4500000,0,35484.725109205,70553.1450843179,6486.34433548237,862978.54776697,135284.545548808,50,0.051624594075498,1.737459,0.249394174277768,2017.31232876712
2017-04-26,1440000,274590000,0,66069.3448007596,79819.1223939174,6486.34433548237,602559.586074357,67843.4549472474,3051,0.000798061357688858,106.01974818,15.2180325144294,2017.31506849315
2017-04-27,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.31780821918
2017-04-29,4770000,90000,0,751622.894018205,751622.894018205,751622.894018205,751622.894018205,NA,1,0.00264357824734434,0.03474918,0.00498788348555536,2017.32328767123
2017-04-30,1112580000,0,0,NA,NA,Inf,-Inf,NA,0,0.616602156484354,0,0,2017.32602739726
2017-05-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.32876712329
2017-05-03,540000,104670000,0,51522.8644581756,62353.2923827471,6486.34433548237,772680.585095702,57592.1011948493,1163,0.000299273009133322,40.41329634,5.80090849370088,2017.33424657534
2017-05-04,28800000,31770000,0,57543.9937337157,76643.0704139805,7046.93068967147,483058.802039773,72989.2019562101,353,0.0159612271537772,12.26646054,1.76072287040104,2017.33698630137
2017-05-06,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.34246575342
2017-05-07,0,299610000,0.06949836,48752.8490103386,66974.2140282631,6486.34433548237,1819700.85860998,71424.6577362358,3329,0,115.68002022,16.6046641234138,2017.34520547945
2017-05-08,0,230760000,0,73790.4230129101,89438.8193068489,6486.34433548237,654636.174067275,80773.2631800163,2564,0,89.09689752,12.7889332569639,2017.34794520548
2017-05-10,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.35342465753
2017-05-11,630000,395550000,0,64268.7717317019,94987.5557254076,6486.34433548237,990831.944892767,96751.9185609101,4395,0.000349151843988875,152.7226461,21.9217479190158,2017.35616438356
2017-05-12,1170000,359550000,0.06949836,77983.0110523258,112610.794696948,6486.34433548237,1018591.38805412,108571.606920788,3995,0.000648424853122197,138.8229741,19.9265945247937,2017.35890410959
2017-05-14,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.36438356164
2017-05-15,990000,173880000,0.03474918,77983.0110523258,130265.395111641,6486.34433548237,1137627.28582343,136921.725366739,1932,0.00054866718341109,67.13541576,9.63659089409296,2017.36712328767
2017-05-16,128700000,48420000,0,135518.941235103,170271.35144431,6668.06769213622,839459.986519397,144818.147028259,538,0.0713267338434416,18.69505884,2.68348131522878,2017.3698630137
2017-05-18,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.37534246575
2017-05-19,210690000,36180000,0.03474918,137417.310764817,173843.795318993,6486.34433548237,1018591.38805412,146331.832058429,402,0.116766352396851,13.96917036,2.00512916119325,2017.37808219178
2017-05-20,128880000,24300000,0,84722.7414140596,119468.028673679,7046.93068967147,636795.520907916,111563.87457437,270,0.0714264915131528,9.3822786,1.34672854109995,2017.38082191781
2017-05-22,440370000,720000,0.27799344,3784787.01644,3945572.94619612,2466039.33723434,5495408.73857624,1108473.88894209,8,0.244057138948224,0.27799344,0.0399030678844429,2017.38630136986
2017-05-23,827370000,360000,0,377998.755091271,415322.365051662,319153.785510076,586138.164514028,119954.366491662,4,0.458536128827104,0.13899672,0.0199515339422214,2017.38904109589
2017-05-24,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.39178082192
2017-05-26,2520000,3690000,0,92044.957175317,115182.845547955,8090.95899178381,366437.574647833,77082.1929219571,41,0.0013966073759555,1.42471638,0.20450322290777,2017.39726027397
2017-05-27,0,220590000,0.10424754,80167.8063387679,121430.724684492,6668.06769213622,1306170.88813184,118717.018793323,2451,0,85.17024018,12.2253024230962,2017.4
2017-05-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2017.40273972603
